Date,Aussie_Dollar,US_LNG_Leader,AUS_LNG_Leader
2016-01-05,-0.013965982251935929,0.02527104351284844,-0.028112845839310605
2016-01-06,-0.0032284806707911467,-0.037340310019416505,-0.01294864238090238
2016-01-07,-0.011607733000779611,-0.058047717200425196,-0.05242480469345569
2016-01-08,-0.008811265916893976,0.0011432121913759693,0.0453552181558331
2016-01-11,-0.01074974759060319,-0.03546913551154637,-0.02006507929238878
2016-01-12,0.006338159672333818,-0.009515027246064055,-0.020106770011677755
2016-01-13,0.0,-0.026644136463806194,0.013206220725037443
2016-01-14,-0.007379100053468918,0.0067278374917571935,-0.02099125343257439
2016-01-15,0.008777484211898124,-0.024997384650608256,0.004455980688752845
2016-01-18,-0.019607730009077586,0.0,-0.026277858498462175
2016-01-19,0.002610620951715107,-0.06420528509292187,-0.006870388107010722
2016-01-20,0.005518300504715456,-0.05092516700393277,-0.027962634592972067
2016-01-21,0.0029094444634163515,0.021163084815943745,-0.015479362705742856
2016-01-22,0.011301917571025374,0.08202118855328731,0.017839593577257278
2016-01-25,-0.0017174699286672164,-0.07313533204155041,0.0374055870827092
2016-01-26,-0.009306964241473007,-0.010947764080547056,0.0
2016-01-27,0.0097624036554212,0.0034342230513240354,-0.016409491066370446
2016-01-28,0.0012620305147190201,0.01564642087447397,0.014514997128971398
2016-01-29,0.009941829479216503,0.0140753803680081,0.05819039877390035
2016-02-01,-0.0024770286315567306,-0.02595793992143689,-0.0014321233638355591
2016-02-02,0.005955397858413565,-0.07552759364257418,-0.033148254111674005
2016-02-03,-0.011453822508994202,0.04712213606331517,-0.051293441632161325
2016-02-04,0.01758792492112079,-0.0321339497759872,0.056465256452332274
2016-02-05,0.006243917458113,-0.09629029972575562,0.004044947128972756
2016-02-08,-0.01585638909709639,-0.05671183373680819,0.005854271988399655
2016-02-09,-0.0009915234902144506,0.033675933605718106,-0.025121595206399738
2016-02-10,-0.0016975148601760797,0.020635839253572045,-0.009396712143636205
2016-02-11,0.005172364553362569,-0.008849432616774152,0.007524538813033088
2016-02-12,0.0028455447143434618,0.05119220797690762,-0.0026270507429294876
2016-02-15,-0.0009968874985260396,0.0,0.04913016281789864
2016-02-16,0.00435073967331168,0.02014125284319187,0.05532798124817128
2016-02-17,-0.00392361966514691,0.06517328180646659,-0.07192299102052485
2016-02-18,0.007862803138969606,0.030889079174309813,0.0448154481072039
2016-02-19,-0.0036531239303833982,0.0037523744563882702,-0.02286813719539768
2016-02-22,-0.0010005235317104618,0.03183386662518254,0.007924634672406426
2016-02-23,0.01279574877599651,0.005919137678811719,-0.0010831048447929818
2016-02-24,-0.005411445232632266,0.09739429949491207,-0.026346174063208768
2016-02-25,-0.00014389053608231792,0.029021720911433485,-0.007069689939160555
2016-02-26,0.005700076691571689,0.030167177836036896,-0.031098442937149737
2016-02-29,-0.015009765890096735,0.0022398777118712372,-0.02377827823640421
2016-03-01,0.0020692761912431703,-0.02034503692748308,0.017595677904379565
2016-03-02,0.005443310432629529,0.04110738251251397,0.049528585586355936
2016-03-03,0.014686461983596261,0.014956082573900981,0.0003688272479920999
2016-03-04,0.009519700464620601,0.026370060433764626,-0.004434739632523852
2016-03-07,0.007259023568236,0.011240287353170371,0.024150452082971494
2016-03-08,0.006297257955196596,-0.08288423036256681,-0.003259221995470853
2016-03-09,-0.0032761609935924897,0.01791248098364319,-0.027207523666404488
2016-03-10,0.004993001326343318,-0.009756362091420211,-0.005606351187072466
2016-03-11,-0.0011946332577935388,0.03522675307030868,0.0029940462875467696
2016-03-14,0.013447313047627142,0.01662638171732946,0.00037339346260430525
2016-03-15,-0.005581213256173058,-0.04766009615961924,-0.04001296135897162
2016-03-16,-0.00771682234314555,0.04579687838739971,0.012364920229888386
2016-03-17,0.011182450338629451,-0.007488426606195823,0.02202921755381844
2016-03-18,0.013525112340384407,-0.04390289904505707,0.016763333651680486
2016-03-21,-0.006861400565590951,0.006709501575849717,0.003319194831813404
2016-03-22,-0.0034131294995214815,-0.00027850765122801514,0.007702105904005587
2016-03-23,0.006380626942596823,-0.029987937222121043,-0.008807365009306204
2016-03-24,-0.011440767722444276,-0.020308481662949386,-0.007028039476299694
2016-03-25,-0.0009037121398023741,0.0,0.0
2016-03-28,-0.0027809238485058856,-0.02733369200306162,0.0
2016-03-29,0.006778075150046753,-0.00030137817919255737,-0.011198076222728882
2016-03-30,0.010941541250682413,0.015546108541253021,-0.02585719795787401
2016-03-31,0.0027541658160129302,0.0035533043736929344,0.0
2016-04-01,0.0011498738139908821,-0.0017750739411802737,-0.011233676035921833
2016-04-04,-0.0001534163110816416,-0.013715223041026512,-0.02724749927459335
2016-04-05,-0.009008301138747198,-0.0009010585568565702,-0.042525050310817075
2016-04-06,-0.007118599930621373,0.020521257029841526,0.028008615883709672
2016-04-07,0.00871583880760224,0.0067477353714295776,0.01811276857342422
2016-04-08,-0.013007848695437413,0.01940129156746292,-0.005199087954985088
2016-04-11,0.006785317100788092,0.01621426760695823,0.004401149202860829
2016-04-12,0.0039414823864032675,0.04766066379755377,0.0007979387521241337
2016-04-13,0.011841678836212283,0.01997692214874678,0.02947732597480145
2016-04-14,-0.002992688990768814,0.02885173463455417,-0.0073855983683258596
2016-04-15,0.004376986049525243,-0.049905291993885215,0.019702922266695816
2016-04-18,-0.00728448774387845,-0.006213492465586366,-0.013867561898842917
2016-04-19,0.017028587892889305,0.005944287177794766,0.03954871782355584
2016-04-20,0.0032692482447970496,0.017359282826197604,-0.01578389377931915
2016-04-21,0.0007019368892758924,-0.014937857491922966,0.057053431181854006
2016-04-22,-0.007616972580261081,0.005093342003443862,-0.0035843794403349716
2016-04-25,-0.004157048227420893,-0.01753253479664252,0.0
2016-04-26,0.0008331022218076627,0.013513729395931384,0.01426040042434921
2016-04-27,0.003943592083795983,0.04872619376746708,-0.028727105401189196
2016-04-28,-0.018728054960221317,-0.012607967525371683,0.00978799416526584
2016-04-29,0.0039618471746625025,0.006709868857960284,0.022120127170614283
2016-05-02,-0.0022114513811807655,0.002825139157876903,0.01401579435536466
2016-05-03,0.006081914727365705,-0.042437070210933445,-0.0038352296751147878
2016-05-04,-0.021651662610170368,-0.041524615828203076,-0.05492120859289526
2016-05-05,-0.004340336688569063,0.0072264470341876835,0.0
2016-05-06,0.001195425933521449,-0.06551744572427798,-0.005179258627491578
2016-05-09,-0.013440959107102177,-0.0506400509368839,0.013996456571374214
2016-05-10,-0.008081167410534941,0.04083441154194923,-0.0334727732643977
2016-05-11,0.007638737413580254,-0.023260469325901537,0.00037797671738975944
2016-05-12,-0.002062377909408555,0.0601929020200423,0.0239083086495921
2016-05-13,-0.005429983596651579,-0.022112826555810764,-0.004809968673958532
2016-05-16,-0.005910074973749758,0.030423556592519337,-0.006699193477639584
2016-05-17,0.0018203581057805952,0.012478863181951697,0.028347365513627282
2016-05-18,0.0035044106283151524,-0.047620917319385996,-0.00838375585709171
2016-05-19,-0.011923051222307246,-0.028483459219974486,-0.011781979723885953
2016-05-20,0.0007229614178571836,0.02907449042462642,0.0033275322189483332
2016-05-23,-0.0005783932848009039,-0.01908820021720605,-0.011135854923183813
2016-05-24,-0.0005780679313236748,-0.009682192647125065,-0.012772453726408317
2016-05-25,-0.004612656726516257,0.022844302423857373,0.026121055661011763
2016-05-26,-0.0005750225700364665,-0.011356949925032526,0.020416341197250772
2016-05-27,0.005476590058796967,-0.015142701905950701,0.004321169712200341
2016-05-30,-0.005692256948519346,0.0,0.008586599643051253
2016-05-31,0.0015100177056730953,-0.0197231020396142,-0.024158211252784285
2016-06-01,0.0057009061314435205,0.0034177670088610733,-0.01804501186126868
2016-06-02,0.0018108932447599316,0.05344667581618117,-0.005963747976155588
2016-06-03,-0.0026066590679507625,-0.019297084262257836,0.0041039624872107145
2016-06-06,0.015889613156649357,0.008358107450831221,0.007048515766134776
2016-06-07,0.0036065187642336937,0.05634882765812244,0.015043707557344492
2016-06-08,0.00978067810013066,0.045587500707494934,0.009423734411160928
2016-06-09,0.006799013774228578,-0.01897068545805772,-0.01343759375046019
2016-06-10,-0.010737567876159275,-0.06587113697908373,-0.012879745164052405
2016-06-13,-0.005768404450927499,-0.029056069778166695,0.0
2016-06-14,0.0009590711827270774,-0.02251413471218504,-0.030077717228871325
2016-06-15,-0.0033895856020884677,0.01829334274401022,-0.003823858599445186
2016-06-16,0.008124739279053514,-0.00030210748304832576,-0.004993201806977917
2016-06-17,-0.003922953223035787,0.04201787324510293,-0.001541542032501993
2016-06-20,0.005927322331749405,0.019797035145758386,0.05769411387406352
2016-06-21,0.004020852343775168,0.006512827739863678,-0.035949983685044505
2016-06-22,-0.0009694325798540334,0.0005644609452030295,-0.0037808125366549134
2016-06-23,0.008082635108002117,0.060740522662093406,0.007547319721811933
2016-06-24,0.002784125512722977,-0.07924656204205204,-0.031700145777694595
2016-06-27,-0.01391818038464633,-0.030636971505772055,0.0030994764380252895
2016-06-28,-0.009981974989281587,0.036653411508989174,-0.0027114744263793625
2016-06-29,0.0064955135116485565,0.05609449698132229,0.012336250231352546
2016-06-30,0.008701726285397796,0.013945221616223765,0.027958022022364398
2016-07-01,-0.0028345013834573437,0.02887347773403567,-0.007479321105973288
2016-07-04,0.0020131766544844954,0.0,0.005614552207689901
2016-07-05,0.00884634952428059,-0.039852626177643895,-0.010883866774542126
2016-07-06,-0.011529671725160626,-0.0032360055690486386,-0.006435788312505435
2016-07-07,0.01002475384285969,0.002158392312152548,0.008320685717332806
2016-07-08,-0.0033028578816654544,0.014981925646874472,0.00225744264614168
2016-07-11,0.00865544832197844,0.002386852251129872,0.005621250949378936
2016-07-12,-0.0027928558990436975,0.03360102751362002,0.0014937644479089019
2016-07-13,0.008934663004277862,-0.0012813340833888382,0.00891526686310614
2016-07-14,-0.0012162298769761758,0.011729031836811971,-0.010783014139923608
2016-07-15,0.0024338784340501604,0.01033896840686756,-0.0026200634586381003
2016-07-18,-0.0032690793743187646,0.007249056283946811,0.0063512436337557834
2016-07-19,-0.001971452320271582,-0.017335021416393415,0.01295161892491291
2016-07-20,-0.008974175048563335,0.013591991541200638,0.005133802323671834
2016-07-21,-0.0047932537972697675,0.0029955837722970007,0.009464777247293311
2016-07-22,0.004718224229034544,0.02364651761167923,-0.01092901645548194
2016-07-25,-0.004120330905869982,-0.012492672115980978,0.0018299642558771896
2016-07-26,0.0,0.018559823794777254,-0.008445005531528557
2016-07-27,0.005397368238949725,-0.005580695188217209,0.0003685011545793631
2016-07-28,0.00012020856676547486,0.009685451400873249,-0.0007373284025712313
2016-07-29,-0.0006462513444595517,0.00792041173349152,-0.021626840818568076
2016-08-01,0.009966101269812056,-0.060609611381178166,0.019041361266621728
2016-08-02,-0.007860421530788095,-0.0005081427208673853,-0.022439185980619076
2016-08-03,0.009455188259603306,0.035696024299244136,0.0
2016-08-04,-0.0012912056169427414,0.011216780620025993,0.0071602105259127935
2016-08-05,0.006548883436767871,0.021351417141523995,0.009715967144774195
2016-08-08,-0.0036985730451390367,0.019509153684415692,0.01915374107476967
2016-08-09,0.0063761788159814444,-0.017848920193885967,0.010524233782477044
2016-08-10,0.0005363416301857234,-0.004274821646413782,-0.005066850752877507
2016-08-11,0.006613404860630538,0.009945488116120976,-0.011311834520375909
2016-08-12,-0.0025428645177801913,0.01287658411365052,0.009132416457442701
2016-08-15,-0.005142966472416073,0.019578906745673703,-0.004007884060128704
2016-08-16,0.0026065087873833885,0.008404528461536878,0.009447580110569861
2016-08-17,0.003175373204230883,0.01459556773328632,0.023236225205554427
2016-08-18,-0.004786136257343063,0.016580385409589254,0.00879494590429567
2016-08-19,0.001917887313529395,-0.013464436781396716,0.012184618801467841
2016-08-22,-0.009248271218095858,-0.01861681158515708,0.014428422547026965
2016-08-23,0.0028951722637367045,0.007443413087374979,-0.004101123405221856
2016-08-24,-0.002134189935690605,-0.02964888497633485,0.008525079669274429
2016-08-25,-0.0004566608789038638,0.002773996150385678,0.013825821289503739
2016-08-26,0.001904428109437323,0.015348156601512435,-0.0060463671385994795
2016-08-29,-0.010618315858920766,0.0015899998415061713,-0.013434953054985993
2016-08-30,0.004385313963426388,-0.013021500489355312,0.0013856280496182193
2016-08-31,-0.0070222933928175,-0.01365902997931915,-0.008693942506402796
2016-09-01,-0.0006018157266632927,-0.005375908830411265,-0.009828173630023286
2016-09-02,0.004371099319145025,0.022707102384556803,-0.009569482600803566
2016-09-05,0.0015874084985898719,0.0,0.015197505760664943
2016-09-06,0.0037136248245711132,0.02823480683176069,0.006641998054838241
2016-09-07,0.012453915356846994,-0.0008912876647117258,-0.008397399758514888
2016-09-08,-0.0024572352273908226,0.02270051274050287,-0.01593781342034097
2016-09-09,-0.0024512121045709304,-0.01958456411231035,0.011006566639176584
2016-09-12,-0.013903278665929148,0.00022224747044964115,-0.026840170389857882
2016-09-13,0.0029468564816691823,-0.03343461893030301,0.0
2016-09-14,-0.013006266203795268,-0.015744733042446075,-0.0072807740322188225
2016-09-15,0.0017193799113614386,0.013675047454673964,-0.010651846863288461
2016-09-16,0.0041237722585540214,-0.011809577326638255,0.01284196529208224
2016-09-19,-0.0015014871208549015,0.003255804365926215,-0.01099737799782338
2016-09-20,0.004737348330760956,-0.002557451949823758,-0.01261143470454597
2016-09-21,0.002717203061769113,0.0307151689958479,-0.0003733374642308236
2016-09-22,0.009797642956943652,0.004279919568694817,0.021061234584717817
2016-09-23,0.00221588146724712,-0.017458807632358474,-0.001097476966388762
2016-09-26,-0.004350671544849535,-0.01893366032340998,-0.006978985449552269
2016-09-27,0.0023179818360786115,-0.015977707747480162,-0.015976880721328326
2016-09-28,0.004713554549085851,0.045830583122051724,-0.006763977133918719
2016-09-29,0.003149542187416104,-0.01895679851044814,0.07024888201693208
2016-09-30,-0.008580359807714476,0.0052891855254597565,0.005957520937384851
2016-10-03,0.0020617501810293393,-0.0347720722706932,0.008350767655952213
2016-10-04,0.005518925771511814,-0.0002373648596937184,0.006906347787317976
2016-10-05,-0.009866568782097773,-0.00047518404770057377,-0.005521093103561321
2016-10-06,0.0016757792760524132,-0.006676299411441798,0.018512410742144145
2016-10-07,-0.006004652083575494,0.005011327195593589,0.013830561160458305
2016-10-10,0.0028838658075492165,0.0030898474953237076,-0.00033483236654261453
2016-10-11,0.0,-0.0033279679526341055,0.007012776203444631
2016-10-12,-0.004927818574450869,-0.006928739718931671,-0.0026658511320141625
2016-10-13,-0.0006048532402258683,-0.005529518719444205,-0.01648490131851329
2016-10-14,0.0007560094039023632,-0.01922876891826539,0.002033407788963875
2016-10-17,0.004320657734100212,0.009295210260977673,-0.015007216300739012
2016-10-18,0.005790135763930784,0.013062920567805107,0.00445768366565049
2016-10-19,0.00444140467383977,0.00024025585489237188,0.002391783683551429
2016-10-20,0.0066992471068168125,-0.0007210370012600641,0.009172789895542708
2016-10-21,-0.012133438703840132,-0.00482047102698928,-0.009172789895542736
2016-10-24,-0.004037404258399352,-0.00873601685229528,-0.010636523056329377
2016-10-25,-0.0010637231513754679,-0.023176367871934653,-0.0027634607249645247
2016-10-26,0.007393583377489655,-0.01939365914222168,-0.018855488130907923
2016-10-27,-7.643187942352277e-05,0.0038073339697383256,-0.015272839817428819
2016-10-28,-0.007848573869306824,-0.018409877283111373,0.013509126155554194
2016-10-31,0.0010631900483037647,-0.02747066312554645,0.001763713661874504
2016-11-01,0.001216422891861891,-0.0074548525066862005,-0.012770280301051038
2016-11-02,0.004957139570928371,-0.03314637845971582,-0.010768670618710343
2016-11-03,0.0010708701879820577,0.011535271140358093,0.01041135527559684
2016-11-04,0.004218308014617152,0.0059900400591811395,-0.0035777656458973587
2016-11-07,-0.0009218929576622718,0.01722335041261941,0.014941647628187312
2016-11-08,0.0053896496489279945,0.0050564237227589135,0.009138761174861346
2016-11-09,0.0033252048461252285,-0.004523041599032307,-0.02479750054969843
2016-11-10,-0.012546834024627172,-0.0026700810717470284,0.02968411447375777
2016-11-11,-0.005340222228058567,-0.044002117501476264,0.009357287418826334
2016-11-14,-0.0078063362779447094,0.009454809398042727,-0.0027634607249645247
2016-11-15,0.002872891438926616,0.045185438585674,0.00448656418863798
2016-11-16,-0.0023442875600429044,-0.018961488135559926,0.0241551410351714
2016-11-17,-0.007824928156578969,0.020811620771793014,-0.016266352156057155
2016-11-18,-0.012956214467378881,0.015199622827881891,0.004431851146639268
2016-11-21,-0.010157652766060146,0.035261857937720555,0.01317788730425356
2016-11-22,0.007276518013215161,0.0,0.023553779063672644
2016-11-23,0.004510012138575855,0.019393629997371396,0.011086135377934956
2016-11-24,-0.0048049758415925,0.0,-0.0029226189319596185
2016-11-25,0.005694609513929883,-0.012139334599495783,0.011317867955649633
